rok,dziedzina,poczta,wojewodztwo,Longitude,Latitude
2001,nauki społeczne,Wrocław,dolnośląskie,17.002,51.085
2001,matematyka,Łódź,łódzkie,19.472,51.772
2001,biologia,Szczecin,zachodniopomorskie,14.590,53.469
2001,geografia,Gdynia,pomorskie,18.509,54.526
2001,fizyka,Horyniec-Zdrój,podkarpackie,23.348,50.199
2001,humanistyka,Bartoszyce,warmińsko-mazurskie,20.808,54.253
2001,historia,Legnica,dolnośląskie,16.155,51.207
2001,matematyka,Warszawa,mazowieckie,21.058,52.227
2001,matematyka,Bolesławiec,dolnośląskie,15.566,51.266
2001,matematyka,Kraków,małopolskie,19.943,50.062
2001,matematyka,Więcbork,kujawsko-pomorskie,17.477,53.344
2001,informatyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2001,wielokierunkowe,Konin,wielkopolskie,18.251,52.223
2001,humanistyka,Jeżewo,kujawsko-pomorskie,18.352,53.521
2001,chemia,Mielec,podkarpackie,21.424,50.287
2001,historia,Koszalin,zachodniopomorskie,16.226,54.187
2001,informatyka,Kielce,świętokrzyskie,20.639,50.842
2001,matematyka,Warszawa,mazowieckie,21.180,52.190
2001,plastyka,Ligota,śląskie,18.957,49.880
2001,informatyka,Werbkowice,lubelskie,23.740,50.739
2001,matematyka,Gdynia,pomorskie,18.509,54.526
2001,muzyka,Katowice,śląskie,19.023,50.276
2001,matematyka,Police,zachodniopomorskie,14.559,53.510
2001,historia,Gryfice,zachodniopomorskie,15.200,53.917
2001,informatyka,Lisów,śląskie,18.801,50.733
2001,filozofia,Kraków,małopolskie,19.943,50.062
2001,biologia,Gdańsk,pomorskie,18.611,54.387
2001,plastyka,Biecz,podkarpackie,21.252,49.738
2001,fizyka,Zielona Góra,lubuskie,15.522,51.943
2001,matematyka,Wrocław,dolnośląskie,17.029,51.103
2001,nauki społeczne,Bolesławiec,dolnośląskie,15.566,51.266
2001,historia,Tarczyn Kopana,mazowieckie,20.823,51.973
2001,plastyka,Tuchola,kujawsko-pomorskie,17.860,53.588
2001,humanistyka,Lubliniec,śląskie,18.685,50.669
2001,matematyka,Sosnowiec,śląskie,19.176,50.267
2001,plastyka,Piątek,łódzkie,19.492,52.045
2001,chemia,Szczecin,zachodniopomorskie,14.590,53.469
2001,matematyka,Gliwice,śląskie,18.671,50.294
2001,matematyka,Kołobrzeg,zachodniopomorskie,15.583,54.176
2001,historia,Kalisz,wielkopolskie,18.085,51.767
2001,plastyka,Warszawa,mazowieckie,21.180,52.190
2001,matematyka,Choszczno,zachodniopomorskie,15.388,53.196
2001,matematyka,Pruszków,mazowieckie,20.823,52.158
2001,biologia,Radom,mazowieckie,21.147,51.403
2001,fizyka,Inowłódz,łódzkie,20.181,51.539
2001,historia,Lublin,lubelskie,22.543,51.261
2001,informatyka,Zabierzów,małopolskie,19.811,50.124
2001,fizyka,Gdynia,pomorskie,18.509,54.526
2001,biologia,Baczyna,lubuskie,15.094,52.762
2001,fizyka,Aleksandrów Łódzki,łódzkie,19.262,51.820
2001,biologia,Częstochowa,śląskie,19.120,50.812
2001,humanistyka,Katowice,śląskie,19.023,50.276
2001,wielokierunkowe,Pasym,warmińsko-mazurskie,20.783,53.648
2001,humanistyka,Łuków,lubelskie,22.383,51.927
2001,muzyka,Tychy,śląskie,19.020,50.122
2001,informatyka,Zabierzów,małopolskie,19.811,50.124
2001,matematyka,Gdynia,pomorskie,18.509,54.526
2001,matematyka,Białystok,podlaskie,23.144,53.112
2001,biologia,Częstochowa,śląskie,19.120,50.812
2001,muzyka,Poznań,wielkopolskie,16.925,52.433
2001,historia,Mściwojów,dolnośląskie,16.261,51.064
2001,chemia,Trzcianka,wielkopolskie,16.483,53.046
2001,matematyka,Szczecin,zachodniopomorskie,14.590,53.469
2001,fizyka,Skarżysko-Kamienna,świętokrzyskie,20.875,51.112
2001,fizyka,Kraków,małopolskie,19.883,50.074
2001,humanistyka,Swarzędz,wielkopolskie,17.095,52.417
2001,muzyka,Warszawa,mazowieckie,21.058,52.227
2001,chemia,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2001,historia,Legnica,dolnośląskie,16.155,51.207
2001,plastyka,Warszawa,mazowieckie,20.952,52.273
2001,fizyka,Kobyłka,mazowieckie,21.196,52.339
2001,muzyka,Kraków,małopolskie,19.943,50.062
2001,matematyka,Kcynia,kujawsko-pomorskie,17.494,53.008
2001,historia,Częstochowa,śląskie,19.120,50.812
2001,matematyka,Ostrołęka,mazowieckie,21.559,53.088
2001,humanistyka,Jasło,podkarpackie,21.472,49.745
2001,matematyka,Radom,mazowieckie,21.147,51.403
2001,historia,Burzenin,łódzkie,18.807,51.459
2001,matematyka,Lubień Kujawski,kujawsko-pomorskie,19.147,52.412
2001,fizyka,Poznań,wielkopolskie,16.899,52.413
2001,fizyka,Włocławek,kujawsko-pomorskie,19.068,52.648
2001,humanistyka,Warszawa,mazowieckie,21.146,52.238
2001,matematyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2001,chemia,Radom,mazowieckie,21.147,51.403
2001,matematyka,Bolków,dolnośląskie,16.045,50.934
2001,humanistyka,Żyrardów,mazowieckie,20.446,52.049
2001,matematyka,Wrocław,dolnośląskie,17.002,51.085
2001,matematyka,Opole,opolskie,17.977,50.673
2001,humanistyka,Hańsk,lubelskie,23.399,51.386
2001,matematyka,Gdynia,pomorskie,18.509,54.526
2001,matematyka,Jedlińsk,mazowieckie,21.142,51.527
2001,matematyka,Sanok,podkarpackie,22.206,49.555
2001,biologia,Rumia,pomorskie,18.388,54.571
2001,matematyka,Bolków,dolnośląskie,16.045,50.934
2001,filozofia,Lubaczów,podkarpackie,23.139,50.156
2001,muzyka,Warszawa,mazowieckie,20.952,52.273
2001,matematyka,Potok Górny,lubelskie,22.521,50.393
2001,historia,Grodzisk Wlkp.,wielkopolskie,16.366,52.226
2001,biologia,Wrząca Wielka,wielkopolskie,18.683,52.265
2001,matematyka,Giżycko,warmińsko-mazurskie,21.767,54.036
2001,chemia,Chełm,lubelskie,23.471,51.143
2001,biologia,Szczecin,zachodniopomorskie,14.667,53.377
2001,matematyka,Kowalewo Pomorskie,kujawsko-pomorskie,18.928,53.160
2001,plastyka,Włocławek,kujawsko-pomorskie,19.068,52.648
2001,matematyka,Warszawa,mazowieckie,21.180,52.190
2001,matematyka,Kalety,śląskie,18.883,50.565
2001,fizyka,Kielce,świętokrzyskie,20.639,50.842
2001,matematyka,Świdwin,zachodniopomorskie,15.776,53.776
2001,chemia,Radomsko,łódzkie,19.445,51.067
2001,humanistyka,Jawor,dolnośląskie,16.186,51.055
2001,informatyka,Kęty,małopolskie,19.221,49.878
2001,chemia,Lubawa,warmińsko-mazurskie,19.811,53.504
2001,muzyka,Gdańsk- Jasień,pomorskie,18.548,54.340
2001,filozofia,Warszawa,mazowieckie,20.952,52.273
2001,chemia,Gdańsk,pomorskie,18.611,54.387
2001,matematyka,Gdańsk,pomorskie,18.611,54.387
2001,astronomia,Sandomierz,świętokrzyskie,21.750,50.682
2001,matematyka,Wrocław,dolnośląskie,17.002,51.085
2001,matematyka,Wrocław,dolnośląskie,17.101,51.109
2001,chemia,Radom,mazowieckie,21.147,51.403
2001,matematyka,Włocławek,kujawsko-pomorskie,19.068,52.648
2001,informatyka,Katowice,śląskie,19.023,50.276
2001,historia,Ełk,,22.361,53.846
2001,chemia,Dębica,podkarpackie,21.412,50.052
2001,humanistyka,Słupsk,pomorskie,17.028,54.464
2001,chemia,Legnica,dolnośląskie,16.155,51.207
2001,humanistyka,Zabrze,śląskie,18.786,50.325
2001,matematyka,Kraków,małopolskie,19.883,50.074
2001,matematyka,Korczyna,podkarpackie,21.825,49.755
2001,plastyka,Warszawa,mazowieckie,21.180,52.190
2001,matematyka,Warszawa,mazowieckie,20.952,52.273
2001,humanistyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2001,historia,Sandomierz,świętokrzyskie,21.750,50.682
2001,matematyka,Warszawa,mazowieckie,20.952,52.273
2001,matematyka,Pionki,mazowieckie,21.450,51.476
2001,astronomia,Katowice,śląskie,19.023,50.276
2001,matematyka,Wrocław,dolnośląskie,17.002,51.085
2001,biologia,Tomaszów Maz.,łódzkie,20.009,51.531
2001,muzyka,NJ-07016 Cranford,,0.000,0.000
2001,chemia,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2001,matematyka,Kcynia,kujawsko-pomorskie,17.494,53.008
2001,muzyka,Poznań,wielkopolskie,16.899,52.413
2001,matematyka,Łobżenica,wielkopolskie,17.266,53.253
2001,fizyka,Telatyn,lubelskie,23.849,50.529
2001,plastyka,Pionki,mazowieckie,21.450,51.476
2001,biologia,Rotmanka,pomorskie,18.607,54.272
2001,matematyka,Życzyn,mazowieckie,21.736,51.673
2001,informatyka,Nowy Sącz,małopolskie,20.715,49.617
2001,humanistyka,Kraków,małopolskie,19.943,50.062
2001,chemia,Łódź,łódzkie,19.452,51.801
2001,matematyka,Bystra,śląskie,19.058,49.756
2001,biologia,Słubice,lubuskie,14.560,52.351
2001,muzyka,Dąbrowa Górnicza,śląskie,19.195,50.322
2001,astronomia,Pobiedziska,wielkopolskie,17.258,52.492
2001,nauki społeczne,Ełk,,22.361,53.846
2001,humanistyka,Piastów,mazowieckie,20.840,52.185
2001,biologia,Nawojowa,małopolskie,20.738,49.537
2001,matematyka,Końskie,świętokrzyskie,20.407,51.191
2001,matematyka,Gdańsk,pomorskie,18.611,54.387
2001,astronomia,Włodawa,lubelskie,23.554,51.552
2001,informatyka,Warszawa,mazowieckie,20.952,52.273
2001,muzyka,Wrocław,dolnośląskie,17.101,51.109
2001,biologia,Gniew,pomorskie,18.796,53.854
2001,fizyka,Radom,mazowieckie,21.147,51.403
2001,technika,Białystok,podlaskie,23.144,53.112
2001,biologia,Łódź,łódzkie,19.452,51.801
2001,humanistyka,Poznań,wielkopolskie,16.925,52.433
2001,matematyka,Katowice,śląskie,19.023,50.276
2001,humanistyka,Warszawa,mazowieckie,21.058,52.227
2001,biologia,Zduńska Wola,łódzkie,18.939,51.599
2001,chemia,Piła,wielkopolskie,16.738,53.151
2001,matematyka,Laszki,podkarpackie,22.884,50.009
2001,plastyka,Kraków,małopolskie,19.883,50.074
2001,muzyka,Kraków,małopolskie,19.883,50.074
2001,biologia,Łasin,kujawsko-pomorskie,19.125,53.530
2001,informatyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2001,fizyka,Poznań,wielkopolskie,16.925,52.433
2001,matematyka,Katowice,śląskie,19.023,50.276
2001,matematyka,Zielona Góra,lubuskie,15.522,51.943
2001,matematyka,Warszawa,mazowieckie,20.952,52.273
2001,muzyka,Koszalin,zachodniopomorskie,16.226,54.187
2001,chemia,Bobrowice,lubuskie,15.116,51.920
2001,plastyka,Poznań,wielkopolskie,16.899,52.413
2001,chemia,Łódź,łódzkie,19.456,51.759
2001,matematyka,Raczki,podlaskie,22.778,53.999
2001,muzyka,Siedlce,mazowieckie,22.305,52.156
2001,humanistyka,Sulmierzyce,łódzkie,19.191,51.188
2001,astronomia,Ryglice,małopolskie,21.140,49.888
2001,historia,Stara Kamienica,dolnośląskie,15.551,50.906
2001,plastyka,Czechowice-Dziedzice,śląskie,18.992,49.902
2001,muzyka,Czarnowąsy,opolskie,17.900,50.717
2001,chemia,Gdynia,pomorskie,18.509,54.526
2001,matematyka,Białe Błota,kujawsko-pomorskie,17.907,53.083
2001,astronomia,Krosno,podkarpackie,21.766,49.682
2001,muzyka,Wrocław,dolnośląskie,17.101,51.109
2001,historia,Potok Górny,lubelskie,22.521,50.393
2001,informatyka,Łódź,łódzkie,19.456,51.759
2001,informatyka,Piotrków Trybunalski,łódzkie,19.703,51.405
2001,astronomia,Włocławek,kujawsko-pomorskie,19.068,52.648
2001,matematyka,Zielonki,małopolskie,19.926,50.133
2001,biologia,Leszno,wielkopolskie,16.594,51.842
2001,humanistyka,Marciszów,dolnośląskie,16.018,50.863
2001,matematyka,Radom,mazowieckie,21.147,51.403
2001,filozofia,Bytów,pomorskie,17.492,54.171
2001,humanistyka,Bolesławiec,dolnośląskie,15.566,51.266
2001,humanistyka,Warszawa,mazowieckie,20.952,52.273
2001,plastyka,Łęczyca,łódzkie,19.200,52.060
2001,matematyka,Nowy Dwór Maz.,mazowieckie,20.700,52.447
2001,muzyka,Kraków,małopolskie,19.883,50.074
2001,matematyka,Tychy,śląskie,19.020,50.122
2001,humanistyka,Wyrzysk,wielkopolskie,17.275,53.163
2001,plastyka,Niegowić,małopolskie,20.222,49.928
2001,informatyka,Katowice,śląskie,19.023,50.276
2001,biologia,Kraków,małopolskie,19.883,50.074
2001,biologia,Radom,mazowieckie,21.147,51.403
2001,matematyka,Bolków,dolnośląskie,16.045,50.934
2001,plastyka,Kraków,małopolskie,19.883,50.074
2001,biologia,Niechcice,łódzkie,19.585,51.271
2001,humanistyka,Knurów,śląskie,18.644,50.212
2001,plastyka,Kraków,małopolskie,19.883,50.074
2001,fizyka,Toruń,kujawsko-pomorskie,18.598,53.014
2001,chemia,Częstochowa,śląskie,19.120,50.812
2001,muzyka,Izabelin,mazowieckie,20.823,52.283
2001,humanistyka,Wrocław,dolnośląskie,17.002,51.085
2001,filozofia,Warszawa,mazowieckie,21.180,52.190
2001,muzyka,Borzęcin Duży,mazowieckie,20.734,52.252
2001,matematyka,Gdynia,pomorskie,18.509,54.526
2001,matematyka,Jedlińsk,mazowieckie,21.142,51.527
2001,informatyka,Gdynia,pomorskie,18.509,54.526
2001,chemia,Łódź,łódzkie,19.456,51.759
2001,historia,Gdańsk,pomorskie,18.611,54.387
2001,chemia,Łódź,łódzkie,19.456,51.759
2001,humanistyka,Łódź,łódzkie,19.472,51.772
2001,matematyka,Warszawa,mazowieckie,21.146,52.238
2001,historia,Włodawa,lubelskie,23.554,51.552
2001,humanistyka,Oświęcim,małopolskie,19.210,50.034
2001,astronomia,Brójce Lub.,lubelskie,22.573,51.247
2001,fizyka,Olsztyn,warmińsko-mazurskie,20.469,53.761
2001,matematyka,Szczecin,zachodniopomorskie,14.667,53.377
2001,informatyka,Tarnów,małopolskie,20.986,50.012
2001,fizyka,Żyrardów,mazowieckie,20.446,52.049
2001,matematyka,Kraków,małopolskie,19.883,50.074
2001,fizyka,Opoczno,łódzkie,20.279,51.375
2001,historia,Oleśnica,dolnośląskie,17.390,51.213
2001,biologia,Chełm,lubelskie,23.471,51.143
2001,plastyka,Otrębusy,mazowieckie,20.765,52.135
2001,muzyka,Dąbrowa Górnicza,śląskie,19.360,50.343
2001,fizyka,Jabłonowo Pom.,kujawsko-pomorskie,19.186,53.397
2001,humanistyka,Wojkowice,śląskie,19.037,50.365
2001,informatyka,Kraków,małopolskie,19.943,50.062
2001,biologia,Lasowice Wielkie,opolskie,18.165,50.866
2001,chemia,Łódź,łódzkie,19.452,51.801
2001,matematyka,Warszawa,mazowieckie,21.180,52.190
2001,chemia,Warszawa,mazowieckie,21.180,52.190
2001,matematyka,Warszawa,mazowieckie,21.180,52.190
2001,humanistyka,Bukowno,małopolskie,19.445,50.265
2001,matematyka,Kluczbork,opolskie,18.218,50.972
2001,chemia,Sochaczew,mazowieckie,20.295,52.263
2001,plastyka,Przecław,zachodniopomorskie,14.473,53.374
2001,matematyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2001,informatyka,Wolbrom,małopolskie,19.743,50.391
2001,muzyka,Józefów,mazowieckie,21.235,52.137
2001,humanistyka,Nowe Skalmierzyce,wielkopolskie,17.980,51.713
2001,matematyka,Zielonki,małopolskie,19.926,50.133
2001,matematyka,Radom,mazowieckie,21.147,51.403
2002,matematyka,Imielin,śląskie,19.186,50.145
2002,chemia,Radom,mazowieckie,21.147,51.403
2002,matematyka,Tychy,śląskie,19.020,50.122
2002,humanistyka,Michałowice,mazowieckie,20.880,52.168
2002,humanistyka,Gryfice,zachodniopomorskie,15.200,53.917
2002,matematyka,Szczecin,zachodniopomorskie,14.590,53.469
2002,fizyka,Legnica,dolnośląskie,16.155,51.207
2002,biologia,Damnica,pomorskie,17.269,54.496
2002,biologia,Wołczkowo,zachodniopomorskie,14.396,53.488
2002,humanistyka,Tomaszów Maz.,łódzkie,20.009,51.531
2002,matematyka,Zręcin,podkarpackie,21.706,49.663
2002,matematyka,Knurów,śląskie,18.644,50.212
2002,matematyka,Gdańsk,pomorskie,18.611,54.387
2002,plastyka,Przecław,zachodniopomorskie,14.473,53.374
2002,matematyka,Jedlińsk,mazowieckie,21.142,51.527
2002,astronomia,Brójce Lub.,lubelskie,22.573,51.247
2002,historia,Szczecin,zachodniopomorskie,14.667,53.377
2002,informatyka,Kielce,świętokrzyskie,20.639,50.842
2002,muzyka,Kraków,małopolskie,19.883,50.074
2002,matematyka,Warszawa,mazowieckie,21.058,52.227
2002,muzyka,Łódź,łódzkie,19.452,51.801
2002,muzyka,Katowice,śląskie,19.023,50.276
2002,biologia,Gdańsk,pomorskie,18.611,54.387
2002,fizyka,Horyniec-Zdrój,podkarpackie,23.348,50.199
2002,matematyka,Choszczno,zachodniopomorskie,15.388,53.196
2002,humanistyka,Sulmierzyce,łódzkie,19.191,51.188
2002,matematyka,Warszawa,mazowieckie,21.058,52.227
2002,muzyka,Koszalin,zachodniopomorskie,16.226,54.187
2002,plastyka,Warszawa,mazowieckie,21.180,52.190
2002,biologia,Nowy Sącz,małopolskie,20.715,49.617
2002,nauki społeczne,Gliwice,śląskie,18.671,50.294
2002,plastyka,Warszawa,mazowieckie,21.180,52.190
2002,matematyka,Korczyna,podkarpackie,21.825,49.755
2002,matematyka,Łuków,lubelskie,22.383,51.927
2002,chemia,Łódź,łódzkie,19.452,51.801
2002,historia,Biała Piska,warmińsko-mazurskie,22.071,53.657
2002,fizyka,Kęty,małopolskie,19.221,49.878
2002,biologia,Katowice,śląskie,19.023,50.276
2002,humanistyka,Lubliniec,śląskie,18.685,50.669
2002,biologia,Szczecin,zachodniopomorskie,14.667,53.377
2002,muzyka,Kraków,małopolskie,19.883,50.074
2002,plastyka,Niegowić,małopolskie,20.222,49.928
2002,wielokierunkowe,Gdańsk,pomorskie,18.611,54.387
2002,matematyka,Szczecin,zachodniopomorskie,14.667,53.377
2002,fizyka,Telatyn,lubelskie,23.849,50.529
2002,informatyka,Lisów,śląskie,18.801,50.733
2002,humanistyka,Kraków,małopolskie,19.943,50.062
2002,biologia,Częstochowa,śląskie,19.120,50.812
2002,fizyka,Kraków,małopolskie,19.943,50.062
2002,historia,Oleśnica,dolnośląskie,17.390,51.213
2002,muzyka,Kraków,małopolskie,19.883,50.074
2002,chemia,Trzebnica,dolnośląskie,17.107,51.338
2002,technika,Lubartów,lubelskie,22.609,51.460
2002,humanistyka,Starzyno,pomorskie,18.263,54.756
2002,biologia,Gubin,,14.749,51.957
2002,matematyka,Zielona Góra,lubuskie,15.522,51.943
2002,fizyka,Kobyłka,mazowieckie,21.196,52.339
2002,astronomia,Żegoty,warmińsko-mazurskie,20.683,54.033
2002,humanistyka,Jasło,podkarpackie,21.472,49.745
2002,matematyka,Ostrołęka,mazowieckie,21.559,53.088
2002,historia,Cieszyn,śląskie,18.635,49.750
2002,matematyka,Warszawa,mazowieckie,21.146,52.238
2002,informatyka,Kraków,małopolskie,19.943,50.062
2002,fizyka,Białystok,podlaskie,23.144,53.112
2002,humanistyka,Hańsk,lubelskie,23.399,51.386
2002,matematyka,Dobrocz,kujawsko-pomorskie,18.157,53.239
2002,chemia,Szczecin,zachodniopomorskie,14.667,53.377
2002,historia,Gdańsk,pomorskie,18.611,54.387
2002,plastyka,Biecz,podkarpackie,21.252,49.738
2002,matematyka,Twardogóra,dolnośląskie,17.449,51.372
2002,plastyka,Tuchola,kujawsko-pomorskie,17.860,53.588
2002,chemia,Sochaczew,mazowieckie,20.295,52.263
2002,matematyka,Sosnowiec,śląskie,19.176,50.267
2002,informatyka,Police,zachodniopomorskie,14.559,53.510
2002,chemia,Szczecin,zachodniopomorskie,14.590,53.469
2002,humanistyka,Częstochowa,śląskie,19.120,50.812
2002,matematyka,Kołobrzeg,zachodniopomorskie,15.583,54.176
2002,humanistyka,Sosnowiec,śląskie,19.176,50.267
2002,muzyka,Warszawa,mazowieckie,21.058,52.227
2002,humanistyka,Swarzędz,wielkopolskie,17.095,52.417
2002,fizyka,Skarżysko-Kamienna,świętokrzyskie,20.875,51.112
2002,geografia,Warszawa,mazowieckie,21.180,52.190
2002,muzyka,Józefów,mazowieckie,21.235,52.137
2002,biologia,Prudnik,opolskie,17.536,50.329
2002,informatyka,Warszawa,mazowieckie,21.180,52.190
2002,chemia,Łódź,łódzkie,19.456,51.759
2002,humanistyka,Łódź,łódzkie,19.472,51.772
2002,matematyka,Warszawa,mazowieckie,21.146,52.238
2002,fizyka,Olsztyn,warmińsko-mazurskie,20.469,53.761
2002,fizyka,Mściwojów,dolnośląskie,16.261,51.064
2002,fizyka,Żyrardów,mazowieckie,20.446,52.049
2002,matematyka,Kraków,małopolskie,19.883,50.074
2002,muzyka,Dąbrowa Górnicza,śląskie,19.360,50.343
2002,fizyka,Jabłonowo Pom.,kujawsko-pomorskie,19.186,53.397
2002,muzyka,Poznań,wielkopolskie,16.925,52.433
2002,historia,Włodawa,lubelskie,23.554,51.552
2002,matematyka,Oświęcim,małopolskie,19.210,50.034
2002,informatyka,Gdynia,pomorskie,18.509,54.526
2002,matematyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,chemia,Poznań,wielkopolskie,16.925,52.433
2002,matematyka,Kraków,małopolskie,19.883,50.074
2002,biologia,Zambrów,podlaskie,22.241,52.985
2002,muzyka,Tymbark,małopolskie,20.317,49.737
2002,historia,Mściwojów,dolnośląskie,16.261,51.064
2002,matematyka,Kłodzko,dolnośląskie,16.667,50.436
2002,technika,Mysłowice,śląskie,19.166,50.208
2002,informatyka,Police,zachodniopomorskie,14.559,53.510
2002,humanistyka,Włoszakowice,wielkopolskie,16.356,51.957
2002,fizyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,matematyka,Życzyn,mazowieckie,21.736,51.673
2002,matematyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,biologia,Słubice,lubuskie,14.560,52.351
2002,muzyka,Brąszewice,łódzkie,18.453,51.518
2002,astronomia,Pobiedziska,wielkopolskie,17.258,52.492
2002,nauki społeczne,Ełk,,22.361,53.846
2002,chemia,Kraków,małopolskie,19.943,50.062
2002,historia,Ełk,,22.361,53.846
2002,muzyka,Przemyśl,podkarpackie,22.768,49.784
2002,muzyka,Warszawa,mazowieckie,20.952,52.273
2002,matematyka,Kowalewo Pomorskie,kujawsko-pomorskie,18.928,53.160
2002,chemia,Radomsko,łódzkie,19.445,51.067
2002,geografia,Rzeszów,podkarpackie,22.058,50.032
2002,informatyka,Kęty,małopolskie,19.221,49.878
2002,muzyka,Gdańsk- Jasień,pomorskie,18.548,54.340
2002,informatyka,Kraków,małopolskie,19.883,50.074
2002,humanistyka,Sosnówka,lubelskie,23.341,51.743
2002,matematyka,Paszkówka,małopolskie,19.668,49.937
2002,muzyka,Poznań,wielkopolskie,16.899,52.413
2002,matematyka,Wrocław,dolnośląskie,17.101,51.109
2002,matematyka,Włocławek,kujawsko-pomorskie,19.068,52.648
2002,informatyka,Katowice,śląskie,19.023,50.276
2002,muzyka,Olecko,warmińsko-mazurskie,22.487,54.010
2002,matematyka,Kluczbork,opolskie,18.218,50.972
2002,biologia,Dobrzany,zachodniopomorskie,15.422,53.368
2002,plastyka,Pionki,mazowieckie,21.450,51.476
2002,matematyka,Inowłódz,łódzkie,20.181,51.539
2002,fizyka,Inowłódz,łódzkie,20.181,51.539
2002,biologia,Radom,mazowieckie,21.147,51.403
2002,fizyka,Piotrków Trybunalski,łódzkie,19.703,51.405
2002,fizyka,Pszczyna,śląskie,18.925,49.987
2002,historia,Lublin,lubelskie,22.543,51.261
2002,matematyka,Sejny,podlaskie,23.339,54.115
2002,fizyka,Aleksandrów Łódzki,łódzkie,19.262,51.820
2002,chemia,Chorzów,śląskie,18.955,50.297
2002,fizyka,Warszawa,mazowieckie,20.952,52.273
2002,plastyka,Warszawa,mazowieckie,21.146,52.238
2002,muzyka,Szczecin,zachodniopomorskie,14.590,53.469
2002,matematyka,Kraków,małopolskie,19.883,50.074
2002,matematyka,Warszawa,mazowieckie,20.952,52.273
2002,historia,Lublin,lubelskie,22.543,51.261
2002,matematyka,Rzeszów,podkarpackie,22.058,50.032
2002,matematyka,Warszawa,mazowieckie,20.952,52.273
2002,historia,Smardzew,łódzkie,19.490,51.880
2002,matematyka,Wrocław,dolnośląskie,17.002,51.085
2002,biologia,Tomaszów Maz.,łódzkie,20.009,51.531
2002,biologia,Łódź,łódzkie,19.452,51.801
2002,matematyka,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,matematyka,Łobżenica,wielkopolskie,17.266,53.253
2002,matematyka,Chrzanów,małopolskie,19.400,50.135
2002,muzyka,Borzęcin Duży,mazowieckie,20.734,52.252
2002,muzyka,Czarnowąsy,opolskie,17.900,50.717
2002,biologia,Bielsko-Biała,śląskie,19.058,49.822
2002,biologia,Władysławów,śląskie,18.971,50.982
2002,historia,Częstochowa,śląskie,19.120,50.812
2002,matematyka,Podkowa Leśna,mazowieckie,20.727,52.120
2002,plastyka,Częstochowa,śląskie,19.120,50.812
2002,humanistyka,Nowy Sącz,małopolskie,20.715,49.617
2002,humanistyka,Gliwice,śląskie,18.671,50.294
2002,fizyka,Piotrków Trybunalski,łódzkie,19.703,51.405
2002,chemia,Bydgoszcz,kujawsko-pomorskie,17.916,53.135
2002,plastyka,Nowy Sącz,małopolskie,20.715,49.617
2002,matematyka,Warszawa,mazowieckie,21.180,52.190
2002,muzyka,Poznań,wielkopolskie,16.925,52.433
2002,humanistyka,Sosnowiec,śląskie,19.176,50.267
2002,balet,Gdynia,pomorskie,18.509,54.526
2002,matematyka,Kraków,małopolskie,19.943,50.062
2002,matematyka,Szczecin,zachodniopomorskie,14.667,53.377
2002,informatyka,Szczecin,zachodniopomorskie,14.590,53.469
2002,matematyka,Jawor,dolnośląskie,16.186,51.055
2002,matematyka,Sieradz,łódzkie,18.730,51.596
2002,fizyka,Katowice,śląskie,19.023,50.276
2002,biologia,Szczecin,zachodniopomorskie,14.590,53.469
2002,biologia,Złotoryja,dolnośląskie,15.921,51.126
2002,geografia,Gdynia,pomorskie,18.509,54.526
2002,muzyka,Katowice,śląskie,19.023,50.276
2002,biologia,Stalowa Wola,podkarpackie,22.054,50.583
2002,humanistyka,Warszawa,mazowieckie,21.180,52.190
2002,matematyka,Łaziska Górne,śląskie,18.840,50.149
2002,matematyka,Kraków,małopolskie,19.883,50.074
2002,plastyka,Warszawa,mazowieckie,21.180,52.190
2002,chemia,Sosnowiec,śląskie,19.176,50.267
2002,matematyka,Wrocław,dolnośląskie,16.917,51.124
2002,informatyka,Wrocław,dolnośląskie,17.101,51.109
2002,plastyka,Warszawa,mazowieckie,21.180,52.190
2002,informatyka,Chorzów,śląskie,18.955,50.297
2002,matematyka,Wrocław,dolnośląskie,17.029,51.103
2002,matematyka,Janów Lubelski,lubelskie,22.425,50.663
2002,biologia,Santok,lubuskie,15.405,52.743
2002,muzyka,Koszalin,zachodniopomorskie,16.226,54.187
2002,fizyka,Białystok,podlaskie,23.144,53.112
2002,biologia,Sosnowiec,śląskie,19.176,50.267
2002,plastyka,Warszawa,mazowieckie,21.058,52.227
2002,matematyka,Warszawa,mazowieckie,21.180,52.190
2002,matematyka,Małomice,lubuskie,15.420,51.545
2002,historia,Gryfice,zachodniopomorskie,15.200,53.917
2002,matematyka,Więcbork,kujawsko-pomorskie,17.477,53.344
2002,humanistyka,Bartoszyce,warmińsko-mazurskie,20.808,54.253
2002,matematyka,Warszawa,mazowieckie,21.180,52.190
